devoider-- 9300 1 
DEV 0 0 
SAMPLE---- 6250 0 
DE 7550 1 
devoider-- 4300 1 
devoider-- 3300 1 
devoider-- 3000 1 
devoider-- 2500 1 
devoider-- 2100 1 
devoider-- 1900 1 
